index,path,label,label_id
70,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\BaeAeoSXhY.JPG,t004,3
71,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\bvLmAVTbCI.JPG,t004,3
72,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\cOhVFuQqFb.JPG,t004,3
73,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\DBIYKSPapV.jpg,t004,3
74,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\dINEzwvtNh.JPG,t004,3
75,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\DJCSPZOvwy.JPG,t004,3
76,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\dLStUgZiYK.JPG,t004,3
77,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\DUtMXuyKUB.JPG,t004,3
78,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\ECpeXxeMsd.JPG,t004,3
79,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\ESNBlsdTpx.JPG,t004,3
80,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\ETeBOTKqcf.JPG,t004,3
81,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\GOjPAjgzIa.JPG,t004,3
82,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\HvWBuYopvg.JPG,t004,3
83,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\IMEfzVXYDG.JPG,t004,3
84,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\ImWKHwkZLP.jpg,t004,3
85,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\IPDPLObGot.JPG,t004,3
86,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\IrAQtrWqPb.jpg,t004,3
87,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\jDsPpMVIQh.jpg,t004,3
88,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\kKVWweSZts.JPG,t004,3
89,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\koFAOTQqId.jpg,t004,3
90,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\KooRzgwBTy.jpg,t004,3
91,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\kqGflQwhSL.jpg,t004,3
92,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\lViAyETNRK.jpg,t004,3
93,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\lWaKTGEqNQ.jpg,t004,3
94,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\MHGOaDZCbV.jpg,t004,3
95,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\MrzJgLCwXQ.jpg,t004,3
96,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\myJquAdOaf.JPG,t004,3
97,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\MzIRwubLJv.jpg,t004,3
98,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\nEXKYosGOF.JPG,t004,3
99,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\NMHHaXjPLW.JPG,t004,3
100,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\NnzPkEXOJI.jpg,t004,3
101,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\NZesflDnhD.JPG,t004,3
102,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\OCIYGKxbXH.jpg,t004,3
103,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\OKKtfiJEph.JPG,t004,3
104,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\onJBUEeONU.JPG,t004,3
105,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\pAeOVOUzVp.JPG,t004,3
106,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\PxsdqRGBPt.JPG,t004,3
107,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\qATtissSDz.jpg,t004,3
108,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\QYXkRurBBL.JPG,t004,3
109,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\SAVdswKblZ.JPG,t004,3
110,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\TNMlJNQxaz.jpg,t004,3
111,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\tTkLUOXcLP.JPG,t004,3
112,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\VEmdnrnZaq.jpg,t004,3
113,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\WdDLexzwWs.jpg,t004,3
114,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\wLqHmKDeHY.JPG,t004,3
115,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\WtDkexOcPu.JPG,t004,3
116,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\WubhiUouNb.JPG,t004,3
117,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\XdJuTkuhjR.jpg,t004,3
118,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\xmmXsMoazM.JPG,t004,3
119,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\yQKABaiVBh.JPG,t004,3
120,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\YrnlzGqgoP.jpg,t004,3
121,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\zhiLHwIChB.JPG,t004,3
122,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\zspGDpFCHZ.jpg,t004,3
123,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t004\zUgSLZzQOb.JPG,t004,3
124,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t006\dFJLspgzYe.jpg,t006,4
125,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t006\IwlHBilGrP.jpg,t006,4
126,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t006\NVvCgDiDnf.jpg,t006,4
127,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t006\OftsohIPPw.jpg,t006,4
128,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t006\OkVkJUWvVm.JPG,t006,4
129,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t006\WyYFDfbwGZ.JPG,t006,4
130,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\aAfeJIMWyq.JPG,t007,5
131,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\aBQqUVaFtt.JPG,t007,5
132,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\avmcdAulEj.JPG,t007,5
133,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\azzPbkqWgO.JPG,t007,5
134,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\BBuJpHMVVi.JPG,t007,5
135,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\bFoOkYgDwN.JPG,t007,5
136,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\ciHHiKgOZT.JPG,t007,5
137,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\CjfQKJUyHh.JPG,t007,5
138,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\CLpmJBGkbs.JPG,t007,5
139,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\CSsLXEILgE.JPG,t007,5
140,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\CzHEKFUzuc.JPG,t007,5
141,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\dCBUzfBpsu.JPG,t007,5
142,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\EDMZqlcNaE.JPG,t007,5
143,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\eYdtkAdyqQ.JPG,t007,5
144,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\FFPKIUIHNz.JPG,t007,5
145,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\fSlnRyhNMF.JPG,t007,5
146,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\GFIBNmiBxN.JPG,t007,5
147,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\hSrgcUfofB.JPG,t007,5
148,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\iAgyYkXMmz.JPG,t007,5
149,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\itBJLpTXdb.JPG,t007,5
150,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\IyfuzGqJsY.JPG,t007,5
151,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\jUURRgrPGf.JPG,t007,5
152,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\LfszsvQcWa.JPG,t007,5
153,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\LfYLSenHfW.JPG,t007,5
154,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\MlwrRPzear.jpg,t007,5
155,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\mxtsUWgyZP.JPG,t007,5
156,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\nAbliWXsZs.JPG,t007,5
157,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\NgRSCXrxnH.JPG,t007,5
158,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\NHBhiquAqS.JPG,t007,5
159,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\NkKZTFSVnv.JPG,t007,5
160,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\nNjbZAQATr.JPG,t007,5
161,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\pBRIlcvUCQ.JPG,t007,5
162,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\QHJmFYXtJo.JPG,t007,5
163,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\SMZJAyUsQK.jpg,t007,5
164,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\tBBfPsgDEy.JPG,t007,5
165,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\tGosBfkLnc.JPG,t007,5
166,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\tgwcyZBmCW.JPG,t007,5
167,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\TxGUabqvGs.JPG,t007,5
168,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\VGvnbQWemE.JPG,t007,5
169,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\vOiTTqYJor.JPG,t007,5
170,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\vUeJgjSgvr.JPG,t007,5
171,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\vvijsBqKiM.JPG,t007,5
172,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\vVOgPTtIBk.JPG,t007,5
173,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\WlWDJkhtOV.JPG,t007,5
174,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\woyemqnJnP.JPG,t007,5
175,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\WuOEUwImuG.JPG,t007,5
176,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\WyJWqmSOrD.JPG,t007,5
177,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\XHnaJnVEVV.JPG,t007,5
178,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\ZDGmClBeMt.JPG,t007,5
179,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\zhfCTvDAyO.JPG,t007,5
180,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t007\zwhXVThbZj.JPG,t007,5
181,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\AoWnZBhmzJ.JPG,t008,6
182,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\bsbvYzlRFa.JPG,t008,6
183,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\cqErMgVHsT.JPG,t008,6
184,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\fRMYzeAnNR.JPG,t008,6
185,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\ghmMKNgByo.JPG,t008,6
186,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\gPXNfoQpNl.JPG,t008,6
187,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\HFscFvXgkE.JPG,t008,6
188,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\HOtErXfaSN.JPG,t008,6
189,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\HRgunEBVpR.JPG,t008,6
190,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\icLogJaqir.JPG,t008,6
191,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\iUFhSWkvnh.JPG,t008,6
192,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\jgqQtpBwXq.JPG,t008,6
193,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\JIqNDNaKHD.JPG,t008,6
194,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\jydLvgfWLe.JPG,t008,6
195,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\KZYlaPjqgI.JPG,t008,6
196,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\MLIpSizqjz.JPG,t008,6
197,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\MUeDEmDTkO.JPG,t008,6
198,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\OaKjhEHFMX.jpg,t008,6
199,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\PaXakrkxqN.JPG,t008,6
200,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\QYYyqViFZB.JPG,t008,6
201,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\ShZANpaDrS.JPG,t008,6
202,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\sKqJZMOhfP.JPG,t008,6
203,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\SnDvMSOKAL.JPG,t008,6
204,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\ThyeqIOoad.JPG,t008,6
205,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\tMLBqZQcBJ.jpg,t008,6
206,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\UFBYQOLBkb.JPG,t008,6
207,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\UQeOYJQWeL.JPG,t008,6
208,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\vQJyxhLvfN.JPG,t008,6
209,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\WttfWPqZDZ.JPG,t008,6
210,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\XrNItFREJD.JPG,t008,6
211,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\XZZfWTTavh.JPG,t008,6
212,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\yIllHKfuLY.JPG,t008,6
213,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\ZEDYisanNG.JPG,t008,6
214,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t008\zEJDJzsWxy.JPG,t008,6
215,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\DZsjswXuXw.JPG,t009,7
216,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\gzwUvYbPJL.JPG,t009,7
217,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\IeLnTiiBZv.JPG,t009,7
218,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\ilqkhWPRFn.JPG,t009,7
219,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\kRYDRNOubt.JPG,t009,7
220,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\ntmLZYFjUI.JPG,t009,7
221,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\pRQFUsryQe.JPG,t009,7
222,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\qiuOMakHda.jpg,t009,7
223,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\qrxJxfUwiL.jpg,t009,7
224,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\Tumrysvqrj.JPG,t009,7
225,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\UJYfdjvmbk.JPG,t009,7
226,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\VUcMzyxGOw.jpg,t009,7
227,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\VyPCpULOKW.jpg,t009,7
228,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\XbeufxZcEN.JPG,t009,7
229,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\XLBwMkREyk.JPG,t009,7
230,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\YFMIBcuVsf.JPG,t009,7
231,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\zFbPBYpLNM.JPG,t009,7
232,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t009\zSYibOFYSL.JPG,t009,7
233,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t011\EHJLZmdtKU.JPG,t011,8
234,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t011\fIzcwrVwwG.JPG,t011,8
235,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t011\jXMaAUSoeK.jpg,t011,8
236,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t011\luLBbWzeXj.jpg,t011,8
237,C:\Users\sagni\Downloads\WildTrack\archive\turtles-data\data\images\t011\RgBxTexvyE.JPG,t011,8
